full_text,text_cleaned_initial,text_no_emojis,text_casefolded,text_slang_fixed,text_tokenized,text_stopwords_removed
@ThatSun510 @daddyyuki @truthspace_ ngomong2 soal #KaburAjaDulu Kemarin2 banyak di indon yg komplen harga bayar PBB naik tajam tahun ini ini di UK banyak keluarga yang setengah mati Council Tax (yaitu PBB) naik tajam tahun ini Seluruh dunia sama https://t.co/Fm6dTISSEO,ngomong soal  Kemarin banyak di indon yg komplen harga bayar PBB naik tajam tahun ini ini di UK banyak keluarga yang setengah mati Council Tax yaitu PBB naik tajam tahun ini Seluruh dunia sama,ngomong soal  Kemarin banyak di indon yg komplen harga bayar PBB naik tajam tahun ini ini di UK banyak keluarga yang setengah mati Council Tax yaitu PBB naik tajam tahun ini Seluruh dunia sama,ngomong soal  kemarin banyak di indon yg komplen harga bayar pbb naik tajam tahun ini ini di uk banyak keluarga yang setengah mati council tax yaitu pbb naik tajam tahun ini seluruh dunia sama,bicara soal kemarin banyak di indon yang komplen harga bayar pbb naik tajam tahun ini ini di uk banyak keluarga yang setengah mati council tax yaitu pbb naik tajam tahun ini seluruh dunia sama,"['bicara', 'soal', 'kemarin', 'banyak', 'di', 'indon', 'yang', 'komplen', 'harga', 'bayar', 'pbb', 'naik', 'tajam', 'tahun', 'ini', 'ini', 'di', 'uk', 'banyak', 'keluarga', 'yang', 'setengah', 'mati', 'council', 'tax', 'yaitu', 'pbb', 'naik', 'tajam', 'tahun', 'ini', 'seluruh', 'dunia', 'sama']","['bicara', 'kemarin', 'indon', 'komplen', 'harga', 'bayar', 'pbb', 'tajam', 'uk', 'keluarga', 'mati', 'council', 'tax', 'pbb', 'tajam', 'dunia']"
@sheknowshoney Sampel gambaran kualitas sdm indo mending #KaburAjaDulu omku,Sampel gambaran kualitas sdm indo mending  omku,Sampel gambaran kualitas sdm indo mending  omku,sampel gambaran kualitas sdm indo mending  omku,sampel gambaran kualitas sdm indonesia lebih baik omku,"['sampel', 'gambaran', 'kualitas', 'sdm', 'indonesia', 'lebih', 'baik', 'omku']","['sampel', 'gambaran', 'kualitas', 'sdm', 'indonesia', 'omku']"
@btari_durga bukannya mau KaburAjaDulu?,durga bukannya mau KaburAjaDulu,durga bukannya mau KaburAjaDulu,durga bukannya mau kaburajadulu,durga bukannya mau kaburajadulu,"['durga', 'bukannya', 'mau', 'kaburajadulu']","['durga', 'kaburajadulu']"
@nutteliaa Mau qrt tapi ndak bisa Itulah aku ketika halu lagi di EU buat kaburajadulu,Mau qrt tapi ndak bisa Itulah aku ketika halu lagi di EU buat kaburajadulu,Mau qrt tapi ndak bisa Itulah aku ketika halu lagi di EU buat kaburajadulu,mau qrt tapi ndak bisa itulah aku ketika halu lagi di eu buat kaburajadulu,mau qrt tapi tidak bisa itulah aku ketika halu lagi di eu buat kaburajadulu,"['mau', 'qrt', 'tapi', 'tidak', 'bisa', 'itulah', 'aku', 'ketika', 'halu', 'lagi', 'di', 'eu', 'buat', 'kaburajadulu']","['qrt', 'halu', 'eu', 'kaburajadulu']"
@TwibiJihoon #.KaburAjaDulu ??,KaburAjaDulu,KaburAjaDulu,kaburajadulu,kaburajadulu,['kaburajadulu'],['kaburajadulu']
Sebuah Kisah klasik .. saya sedikit paham perasaannya barangkali mau coba jalan saya dulu #kaburajadulu via sekolah S2 ke Eropa . Boleh tengok d threads berikut . .,Sebuah Kisah klasik  saya sedikit paham perasaannya barangkali mau coba jalan saya dulu  via sekolah S ke Eropa  Boleh tengok d threads berikut,Sebuah Kisah klasik  saya sedikit paham perasaannya barangkali mau coba jalan saya dulu  via sekolah S ke Eropa  Boleh tengok d threads berikut,sebuah kisah klasik  saya sedikit paham perasaannya barangkali mau coba jalan saya dulu  via sekolah s ke eropa  boleh tengok d threads berikut,sebuah kisah klasik saya sedikit paham perasaannya barangkali mau coba jalan saya dulu via sekolah s ke eropa boleh tengok di threads berikut,"['sebuah', 'kisah', 'klasik', 'saya', 'sedikit', 'paham', 'perasaannya', 'barangkali', 'mau', 'coba', 'jalan', 'saya', 'dulu', 'via', 'sekolah', 's', 'ke', 'eropa', 'boleh', 'tengok', 'di', 'threads', 'berikut']","['kisah', 'klasik', 'paham', 'perasaannya', 'barangkali', 'coba', 'jalan', 'via', 'sekolah', 'eropa', 'tengok', 'threads']"
By the way waktu #KaburAjaDulu aku sempet lihat ada orang nyeletuk Seharusnya Indonesia belajar dari India dimana orang India mulai tersebar di seluruh dunia baik itu as scholar atau pekerja profesional. Indonesia itu nggak dikenal di dunia perwakilannya juga dikit. ,By the way waktu  aku sempet lihat ada orang nyeletuk Seharusnya Indonesia belajar dari India dimana orang India mulai tersebar di seluruh dunia baik itu as scholar atau pekerja profesional Indonesia itu nggak dikenal di dunia perwakilannya juga dikit,By the way waktu  aku sempet lihat ada orang nyeletuk Seharusnya Indonesia belajar dari India dimana orang India mulai tersebar di seluruh dunia baik itu as scholar atau pekerja profesional Indonesia itu nggak dikenal di dunia perwakilannya juga dikit,by the way waktu  aku sempet lihat ada orang nyeletuk seharusnya indonesia belajar dari india dimana orang india mulai tersebar di seluruh dunia baik itu as scholar atau pekerja profesional indonesia itu nggak dikenal di dunia perwakilannya juga dikit,by the way waktu aku sempat lihat ada orang nyeletuk seharusnya indonesia belajar dari india dimana orang india mulai tersebar di seluruh dunia baik itu as scholar atau pekerja profesional indonesia itu tidak dikenal di dunia perwakilannya juga dikit,"['by', 'the', 'way', 'waktu', 'aku', 'sempat', 'lihat', 'ada', 'orang', 'nyeletuk', 'seharusnya', 'indonesia', 'belajar', 'dari', 'india', 'dimana', 'orang', 'india', 'mulai', 'tersebar', 'di', 'seluruh', 'dunia', 'baik', 'itu', 'as', 'scholar', 'atau', 'pekerja', 'profesional', 'indonesia', 'itu', 'tidak', 'dikenal', 'di', 'dunia', 'perwakilannya', 'juga', 'dikit']","['way', 'lihat', 'orang', 'nyeletuk', 'indonesia', 'belajar', 'india', 'dimana', 'orang', 'india', 'tersebar', 'dunia', 'scholar', 'pekerja', 'profesional', 'indonesia', 'dikenal', 'dunia', 'perwakilannya', 'dikit']"
@kntutmuachh @DuaKataLuchu Sampe mikir kita tuh kelebihan sdm atau kekurangan loker. Akhirnya milih #KaburAjaDulu,Sampe mikir kita tuh kelebihan sdm atau kekurangan loker Akhirnya milih,Sampe mikir kita tuh kelebihan sdm atau kekurangan loker Akhirnya milih,sampe mikir kita tuh kelebihan sdm atau kekurangan loker akhirnya milih,sampai mikir kita tuh kelebihan sdm atau kekurangan loker akhirnya milih,"['sampai', 'mikir', 'kita', 'tuh', 'kelebihan', 'sdm', 'atau', 'kekurangan', 'loker', 'akhirnya', 'milih']","['mikir', 'tuh', 'kelebihan', 'sdm', 'kekurangan', 'loker', 'milih']"
Masih pada pengen #kaburajadulu ga yaa? Ini mumpung ada kesempatan bagus dr kemnaker buat berangkatin pemagangan ke Jepang persyaratannya ez bgtt. Pgn berbagi info tapi ntah ini bisa rame ga yaa 🇯🇵,Masih pada pengen  ga yaa Ini mumpung ada kesempatan bagus dr kemnaker buat berangkatin pemagangan ke Jepang persyaratannya ez bgtt Pgn berbagi info tapi ntah ini bisa rame ga yaa,Masih pada pengen  ga yaa Ini mumpung ada kesempatan bagus dr kemnaker buat berangkatin pemagangan ke Jepang persyaratannya ez bgtt Pgn berbagi info tapi ntah ini bisa rame ga yaa,masih pada pengen  ga yaa ini mumpung ada kesempatan bagus dr kemnaker buat berangkatin pemagangan ke jepang persyaratannya ez bgtt pgn berbagi info tapi ntah ini bisa rame ga yaa,masih pada pengen ga yaa ini selagi ada kesempatan bagus dr kemnaker buat berangkatin pemagangan ke jepang persyaratannya ez banget pgn berbagi informasi tapi ntah ini bisa ramai ga yaa,"['masih', 'pada', 'pengen', 'ga', 'yaa', 'ini', 'selagi', 'ada', 'kesempatan', 'bagus', 'dr', 'kemnaker', 'buat', 'berangkatin', 'pemagangan', 'ke', 'jepang', 'persyaratannya', 'ez', 'banget', 'pgn', 'berbagi', 'informasi', 'tapi', 'ntah', 'ini', 'bisa', 'ramai', 'ga', 'yaa']","['pengen', 'selagi', 'kesempatan', 'bagus', 'dr', 'kemnaker', 'berangkatin', 'pemagangan', 'jepang', 'persyaratannya', 'ez', 'banget', 'pgn', 'berbagi', 'informasi', 'ntah', 'ramai']"
@mrsyff inilah saatnya ak angkat kaki dr Indonesia dan tinggal di luar negeri #KaburAjaDulu,inilah saatnya ak angkat kaki dr Indonesia dan tinggal di luar negeri,inilah saatnya ak angkat kaki dr Indonesia dan tinggal di luar negeri,inilah saatnya ak angkat kaki dr indonesia dan tinggal di luar negeri,inilah saatnya saya angkat kaki dr indonesia dan tinggal di luar negeri,"['inilah', 'saatnya', 'saya', 'angkat', 'kaki', 'dr', 'indonesia', 'dan', 'tinggal', 'di', 'luar', 'negeri']","['angkat', 'kaki', 'dr', 'indonesia', 'tinggal', 'negeri']"
@prabowo #IndonesiaGelap2025 #KaburAjaDulu #fufufafa #nepotism #AdiliJokowi #MafiaMigas Omon omon doang https://t.co/VN4LsLxwAA,Omon omon doang,Omon omon doang,omon omon doang,omon omon doang,"['omon', 'omon', 'doang']","['omon', 'omon', 'doang']"
@Gerindra @prabowo Sekalian reunian zaman #KaburAjaDulu,Sekalian reunian zaman,Sekalian reunian zaman,sekalian reunian zaman,sekalian reunian zaman,"['sekalian', 'reunian', 'zaman']","['reunian', 'zaman']"
persiapan #KaburAjaDulu aga puyeng memang https://t.co/WTwJp8UCbR,persiapan  aga puyeng memang,persiapan  aga puyeng memang,persiapan  aga puyeng memang,persiapan aga puyeng memang,"['persiapan', 'aga', 'puyeng', 'memang']","['persiapan', 'aga', 'puyeng']"
abis curhat ttg kaburajadulu di kuis hari ini #sikap,abis curhat ttg kaburajadulu di kuis hari ini,abis curhat ttg kaburajadulu di kuis hari ini,abis curhat ttg kaburajadulu di kuis hari ini,habis curhat tentang kaburajadulu di kuis hari ini,"['habis', 'curhat', 'tentang', 'kaburajadulu', 'di', 'kuis', 'hari', 'ini']","['habis', 'curhat', 'kaburajadulu', 'kuis']"
Demn tungtungsahur udah #KaburAjaDulu ,Demn tungtungsahur udah,Demn tungtungsahur udah,demn tungtungsahur udah,demn tungtungsahur sudah,"['demn', 'tungtungsahur', 'sudah']","['demn', 'tungtungsahur']"
@BB_SSUNGJIN93 KANG ANGKUT AKU #KaburAjaDulu,SSUNGJIN KANG ANGKUT AKU,SSUNGJIN KANG ANGKUT AKU,ssungjin kang angkut aku,ssungjin kang angkut aku,"['ssungjin', 'kang', 'angkut', 'aku']","['ssungjin', 'kang', 'angkut']"
@FOODFESS2 Jadi kesimpulannya kalo mau kaburajadulu kudu punya skill bisa masak minimal yg simpel2 aja.,Jadi kesimpulannya kalo mau kaburajadulu kudu punya skill bisa masak minimal yg simpel aja,Jadi kesimpulannya kalo mau kaburajadulu kudu punya skill bisa masak minimal yg simpel aja,jadi kesimpulannya kalo mau kaburajadulu kudu punya skill bisa masak minimal yg simpel aja,jadi kesimpulannya kalau mau kaburajadulu harus punya skill bisa masak minimal yang simpel saja,"['jadi', 'kesimpulannya', 'kalau', 'mau', 'kaburajadulu', 'harus', 'punya', 'skill', 'bisa', 'masak', 'minimal', 'yang', 'simpel', 'saja']","['kesimpulannya', 'kaburajadulu', 'skill', 'masak', 'minimal', 'simpel']"
@ardisatriawan Orang sini suka cari kerja keluar negeri sampe ada tagar kaburajadulu giliran nerima orang palestina yang sering dibela-bela gamau. Munafik.,Orang sini suka cari kerja keluar negeri sampe ada tagar kaburajadulu giliran nerima orang palestina yang sering dibelabela gamau Munafik,Orang sini suka cari kerja keluar negeri sampe ada tagar kaburajadulu giliran nerima orang palestina yang sering dibelabela gamau Munafik,orang sini suka cari kerja keluar negeri sampe ada tagar kaburajadulu giliran nerima orang palestina yang sering dibelabela gamau munafik,orang sini suka cari kerja keluar negeri sampai ada tagar kaburajadulu giliran nerima orang palestina yang sering dibelabela gamau munafik,"['orang', 'sini', 'suka', 'cari', 'kerja', 'keluar', 'negeri', 'sampai', 'ada', 'tagar', 'kaburajadulu', 'giliran', 'nerima', 'orang', 'palestina', 'yang', 'sering', 'dibelabela', 'gamau', 'munafik']","['orang', 'suka', 'cari', 'kerja', 'negeri', 'tagar', 'kaburajadulu', 'giliran', 'nerima', 'orang', 'palestina', 'dibelabela', 'gamau', 'munafik']"
Negara tujuan #KaburAjaDulu,Negara tujuan,Negara tujuan,negara tujuan,negara tujuan,"['negara', 'tujuan']","['negara', 'tujuan']"
2 hari lagi bisa pake hastag #KaburAjaDulu ,hari lagi bisa pake hastag,hari lagi bisa pake hastag,hari lagi bisa pake hastag,hari lagi bisa pakai hastag,"['hari', 'lagi', 'bisa', 'pakai', 'hastag']","['pakai', 'hastag']"
@bitaloof @arieparikesit @SateTong @goraici boleh... #KaburAjaDulu kesana. gaji usd.,boleh  kesana gaji usd,boleh  kesana gaji usd,boleh  kesana gaji usd,boleh kesana gaji usd,"['boleh', 'kesana', 'gaji', 'usd']","['kesana', 'gaji', 'usd']"
Hari-hari belajar hiragana. #Kaburajadulu,Harihari belajar hiragana,Harihari belajar hiragana,harihari belajar hiragana,harihari belajar hiragana,"['harihari', 'belajar', 'hiragana']","['harihari', 'belajar', 'hiragana']"
@derpy_car @kucinglembang tung tung tung sahur sudah #kaburajadulu ,car  tung tung tung sahur sudah,car  tung tung tung sahur sudah,car  tung tung tung sahur sudah,car tung tung tung sahur sudah,"['car', 'tung', 'tung', 'tung', 'sahur', 'sudah']","['car', 'tung', 'tung', 'tung', 'sahur']"
kalau portal isekai nya udah ketemu siap mau #kaburajadulu ya,kalau portal isekai nya udah ketemu siap mau  ya,kalau portal isekai nya udah ketemu siap mau  ya,kalau portal isekai nya udah ketemu siap mau  ya,kalau portal isekai nya sudah ketemu siap mau iya,"['kalau', 'portal', 'isekai', 'nya', 'sudah', 'ketemu', 'siap', 'mau', 'iya']","['portal', 'isekai', 'ketemu']"
thats all why i want to move to either japan or China krn disana ak bisa mengeskpresikan diri tanpa adanya judge dari stranger ataupun orangtua #KaburAjaDulu,thats all why i want to move to either japan or China krn disana ak bisa mengeskpresikan diri tanpa adanya judge dari stranger ataupun orangtua,thats all why i want to move to either japan or China krn disana ak bisa mengeskpresikan diri tanpa adanya judge dari stranger ataupun orangtua,thats all why i want to move to either japan or china krn disana ak bisa mengeskpresikan diri tanpa adanya judge dari stranger ataupun orangtua,thats all why i want to move to either japan or china karena disana saya bisa mengeskpresikan diri tanpa adanya judge dari stranger ataupun orangtua,"['thats', 'all', 'why', 'i', 'want', 'to', 'move', 'to', 'either', 'japan', 'or', 'china', 'karena', 'disana', 'saya', 'bisa', 'mengeskpresikan', 'diri', 'tanpa', 'adanya', 'judge', 'dari', 'stranger', 'ataupun', 'orangtua']","['thats', 'want', 'move', 'either', 'japan', 'china', 'disana', 'mengeskpresikan', 'judge', 'stranger', 'orangtua']"
Emang iya ya? kalau mau lamar sebuah kerja disini butuh orang dalam?. Padahal gw gk punya orang dalam jadi susah ya apa iya harus pindah negara. #KaburAjaDulu,Emang iya ya kalau mau lamar sebuah kerja disini butuh orang dalam Padahal gw gk punya orang dalam jadi susah ya apa iya harus pindah negara,Emang iya ya kalau mau lamar sebuah kerja disini butuh orang dalam Padahal gw gk punya orang dalam jadi susah ya apa iya harus pindah negara,emang iya ya kalau mau lamar sebuah kerja disini butuh orang dalam padahal gw gk punya orang dalam jadi susah ya apa iya harus pindah negara,emang iya iya kalau mau lamar sebuah kerja disini butuh orang dalam padahal saya gk punya orang dalam jadi susah iya apa iya harus pindah negara,"['emang', 'iya', 'iya', 'kalau', 'mau', 'lamar', 'sebuah', 'kerja', 'disini', 'butuh', 'orang', 'dalam', 'padahal', 'saya', 'gk', 'punya', 'orang', 'dalam', 'jadi', 'susah', 'iya', 'apa', 'iya', 'harus', 'pindah', 'negara']","['emang', 'lamar', 'kerja', 'butuh', 'orang', 'gk', 'orang', 'susah', 'pindah', 'negara']"
nanti gue nyusul #kaburajadulu,nanti gue nyusul,nanti gue nyusul,nanti gue nyusul,nanti saya nyusul,"['nanti', 'saya', 'nyusul']",['nyusul']
@kegblgnunfaedh Buat mas'e mending #KaburAjaDulu,Buat mase mending,Buat mase mending,buat mase mending,buat mase lebih baik,"['buat', 'mase', 'lebih', 'baik']",['mase']
nggak kok kemaren tung tung curhat katanya abis lebaran dia mau #KaburAjaDulu,nggak kok kemaren tung tung curhat katanya abis lebaran dia mau,nggak kok kemaren tung tung curhat katanya abis lebaran dia mau,nggak kok kemaren tung tung curhat katanya abis lebaran dia mau,tidak kok kemarin tung tung curhat katanya habis lebaran dia mau,"['tidak', 'kok', 'kemarin', 'tung', 'tung', 'curhat', 'katanya', 'habis', 'lebaran', 'dia', 'mau']","['kemarin', 'tung', 'tung', 'curhat', 'habis', 'lebaran']"
@tokyersen @primawansatrio Butuh keras tekun dan disiplin kak ku yang kuliah aja udah eneg tapi ya melihat demand sekarang tinggi dan si kaburajadulu itu meningkat gpp banget lanjut aja. Masih ada HSK dan HSKK atau kalo mager ke cina daratan ambil TOCFL ke taiwan ️,Butuh keras tekun dan disiplin kak ku yang kuliah aja udah eneg tapi ya melihat demand sekarang tinggi dan si kaburajadulu itu meningkat gpp banget lanjut aja Masih ada HSK dan HSKK atau kalo mager ke cina daratan ambil TOCFL ke taiwan,Butuh keras tekun dan disiplin kak ku yang kuliah aja udah eneg tapi ya melihat demand sekarang tinggi dan si kaburajadulu itu meningkat gpp banget lanjut aja Masih ada HSK dan HSKK atau kalo mager ke cina daratan ambil TOCFL ke taiwan,butuh keras tekun dan disiplin kak ku yang kuliah aja udah eneg tapi ya melihat demand sekarang tinggi dan si kaburajadulu itu meningkat gpp banget lanjut aja masih ada hsk dan hskk atau kalo mager ke cina daratan ambil tocfl ke taiwan,butuh keras tekun dan disiplin kak ku yang kuliah saja sudah eneg tapi iya melihat demand sekarang tinggi dan si kaburajadulu itu meningkat tidak apa-apa banget lanjut saja masih ada hsk dan hskk atau kalau mager ke cina daratan ambil tocfl ke taiwan,"['butuh', 'keras', 'tekun', 'dan', 'disiplin', 'kak', 'ku', 'yang', 'kuliah', 'saja', 'sudah', 'eneg', 'tapi', 'iya', 'melihat', 'demand', 'sekarang', 'tinggi', 'dan', 'si', 'kaburajadulu', 'itu', 'meningkat', 'tidak', 'apa-apa', 'banget', 'lanjut', 'saja', 'masih', 'ada', 'hsk', 'dan', 'hskk', 'atau', 'kalau', 'mager', 'ke', 'cina', 'daratan', 'ambil', 'tocfl', 'ke', 'taiwan']","['butuh', 'keras', 'tekun', 'disiplin', 'kak', 'kuliah', 'eneg', 'demand', 'si', 'kaburajadulu', 'meningkat', 'apa-apa', 'banget', 'hsk', 'hskk', 'mager', 'cina', 'daratan', 'ambil', 'tocfl', 'taiwan']"
@ARSIPAJA dikala aku #kaburajadulu ya ndut,dikala aku  ya ndut,dikala aku  ya ndut,dikala aku  ya ndut,dikala aku iya gendut,"['dikala', 'aku', 'iya', 'gendut']","['dikala', 'gendut']"
GUYS AKU KABUR DULUAN YAA JAKARTA MANILA MANILA SYDNEY 🇳🇿 #KaburAjaDulu https://t.co/KnM4Wrb79c,GUYS AKU KABUR DULUAN YAA JAKARTA MANILA MANILA SYDNEY,GUYS AKU KABUR DULUAN YAA JAKARTA MANILA MANILA SYDNEY,guys aku kabur duluan yaa jakarta manila manila sydney,teman-teman aku kabur duluan yaa jakarta manila manila sydney,"['teman-teman', 'aku', 'kabur', 'duluan', 'yaa', 'jakarta', 'manila', 'manila', 'sydney']","['teman-teman', 'kabur', 'duluan', 'jakarta', 'manila', 'manila', 'sydney']"
@ARSIPAJA #kaburajadulu jilid pertama ya? @prabowo,jilid pertama ya,jilid pertama ya,jilid pertama ya,jilid pertama iya,"['jilid', 'pertama', 'iya']",['jilid']
@id_bioproject @ardisatriawan Dah bener tuh #kaburajadulu,bioproject  Dah bener tuh,bioproject  Dah bener tuh,bioproject  dah bener tuh,bioproject deh benar tuh,"['bioproject', 'deh', 'benar', 'tuh']","['bioproject', 'deh', 'tuh']"
Balas Trump China Terapkan Tarif 125% untuk Barang dari AS #China #SpOp #Pagiii #Abidzar #Jokowi #TolakRevisiUUTNI #TolakRevisiUUTNI #Prabowo #Indonesia #IndonesiaGelap #KaburAjaDulu #kaburduluaja #TolakRevisiUUTNI #rupiahkuat #Minggu #PanenRaya #TarifTrump #Trump #China https://t.co/3p5WvMhjFa,Balas Trump China Terapkan Tarif  untuk Barang dari AS,Balas Trump China Terapkan Tarif  untuk Barang dari AS,balas trump china terapkan tarif  untuk barang dari as,balas trump china terapkan tarif untuk barang dari as,"['balas', 'trump', 'china', 'terapkan', 'tarif', 'untuk', 'barang', 'dari', 'as']","['balas', 'trump', 'china', 'terapkan', 'tarif', 'barang']"
